id,name,vintage,region,colour,sweetness,score
3e67fce6-417a-4b8a-9d8d-541abd5948f7,de concrétiser vos projets Oise,1975,,,,85
3e747f3e-4567-4863-9a40-a7b7f67f83ae,d'atteindre vos buts Gard,2012,Rhone-Alpes,white,dry,84
3e796b76-cbf2-4b5f-9628-f91981d89cc4,de concrétiser vos projets Ille-et-Vilaine,1951,Alsace,white,sweet,74
3e79a0a3-45e5-4210-8649-ae4fc63a9dfb,d'évoluer Lozère,1971,Poitou-Charentes,white,sweet,61
3e7c183b-fbc1-41d5-be2d-1325ba69495c,d'atteindre vos buts Guadeloupe,2017,Réunion,red,dry,73
3e84b2f4-dec8-433a-a92e-8a3858a0aca5,d'innover Eure-et-Loir,1990,Mayotte,white,dry,63
3e865edc-6da1-4ee9-ba8e-841eae9af8b9,d'innover Allier,2015,Champagne-Ardenne,red,semi-sweet,70
3e89a8b3-6a15-48ac-b119-0c48570df109,de concrétiser vos projets Haute-Marne,2011,Alsace,white,sweet,68
3e8ba890-bada-43bf-b484-079452538a59,de concrétiser vos projets Var,1966,Île-de-France,red,sweet,55
3eb2f4ff-61ff-4636-a3bc-a54f25ece77b,d'innover Vendée,1955,Martinique,red,sweet,84
3eb654ef-58ca-4e40-b60f-554aab91795a,d'innover Ardèche,1988,Corse,white,semi-sweet,92
3ebc5942-a984-4645-b57b-034a62999cdb,d'évoluer Lozère,2007,Poitou-Charentes,white,sweet,65
3eca067b-a8ea-490a-b97a-a070649d9a06,1959 d'innover Pyrénées-Orientales,,,,,63
3f2dd1ad-2541-4a5c-890d-253da18b289f,d'évoluer Alpes-Maritimes,2021,Corse,white,semi-sweet,70
3f365dbc-f50d-46b6-a2c7-f27530dc77d3,d'avancer Corse-du-Sud,2013,Franche-Comté,red,dry,83
3f4c65e2-db81-4db8-b2c5-59c3ed326437,de louer Haute-Marne,1998,Champagne-Ardenne,white,dry,63
3f66ae30-2bf6-48ab-bda9-c844399ef11e,d'avancer Meuse,1992,Polynésie française,white,sweet,76
3f6a4c5b-70fc-4d58-9f1f-7cd963957325,de louer Pyrénées-Orientales,1993,Polynésie française,white,sweet,72
3f77342f-d752-43f7-bdb5-2f963cb3ce4d,de louer Pyrénées-Orientales,1997,Polynésie française,white,sweet,77
3f83bf19-adfc-4e55-a000-41db3457b5c9,de changer Alpes-de-Haute-Provence,2018,Nord-Pas-de-Calais,white,sweet,70
3f85c2e0-8da7-48f7-a78c-cf6b9f7d2244,de changer Haute-Vienne,1981,Saint-Martin,red,sweet,63
3f992532-391b-4318-90be-f4d00727eb46,de rouler Rhône,2000,Île-de-France,red,dry,88
3f99b5c2-4196-4f3c-8ebf-9e946434c8df,de changer Corrèze,2017,Martinique,white,dry,69
3fa88426-d756-443f-9d8c-2caeb74dddad,de rouler Gironde,2007,Haute-Normandie,red,dry,70
3fa901c2-1cd5-4424-95e7-630ae181c401,d'atteindre vos buts Hautes-Pyrénées,1996,Nouvelle-Calédonie,red,semi-sweet,68
3faf48b4-c362-4566-817b-ba6caf14d676,de concrétiser vos projets Cher,1978,Saint-Barthélémy,red,semi-sweet,96
3fb633c5-b06c-4164-8d96-d9f5e38e0382,de changer Val-de-Marne,1952,Saint-Martin,red,sweet,81
3fd58c1a-f061-48f4-bc7c-de0db3c25bd9,d'évoluer Alpes-Maritimes,1989,Corse,white,semi-sweet,69
3fe2f1dd-643a-4cc5-b4be-65d604ef8347,de changer Charente-Maritime,2006,Pays-de-Loire,red,dry,83
3fef1df3-6f3d-40b3-a6ea-c2cf5c6e20d8,d'atteindre vos buts Eure-et-Loir,2019,Auvergne,white,dry,91
3ff13563-67ca-402c-8222-71c79840ebeb,de louer Pyrénées-Orientales,1983,Polynésie française,white,sweet,69
3ff24fd4-829d-4e66-94d6-4711196f0199,d'atteindre vos buts Allier,2011,Polynésie française,white,semi-sweet,57
40034761-8a68-416e-b08f-9a6bddf0e9b9,de changer Alpes-de-Haute-Provence,2017,Nord-Pas-de-Calais,white,sweet,63
400b917a-5761-4c24-96c4-438ba922e0e7,de rouler Charente,1986,Saint-Martin,red,sweet,69
4018e0e3-c6f0-4d0b-a329-09df7d380676,de louer Pyrénées-Orientales,1963,Polynésie française,white,sweet,74
403cd3c8-5e83-4e4c-a786-5621c1ddcb83,de rouler Morbihan,1948,Saint-Barthélémy,red,dry,77
40481cfe-707e-4228-98d4-4560a6f628f7,d'innover Drôme,1962,Limousin,white,sweet,77
4054cb18-d1c8-450c-8153-1951639d9c4e,d'atteindre vos buts Haute-Garonne,2010,,,,84
4059ca24-12c4-4c23-b9be-77726c42e2df,d'avancer Val-d'Oise,2018,Wallis-et-Futuna,red,dry,63
4067fbee-25f0-454f-82eb-cb64215ceda6,d'évoluer Hautes-Alpes,2016,,,,65
407975ba-61c5-4455-b8c4-89b2a0ca3f89,d'innover Cantal,2019,Pays-de-Loire,red,dry,86
407a7282-dbaf-4600-9e16-c177f92cce45,1988 d'atteindre vos buts Hautes-Pyrénées,,Corse,red,semi-sweet,60
407d80f4-fc99-40c8-9e78-bd4fdfb4c560,d'avancer Pyrénées-Atlantiques,2021,Île-de-France,white,semi-sweet,60
407dac2a-2234-45a2-88e3-ef2bbbfdfd5d,de rouler Charente,1992,Saint-Martin,red,sweet,67
40842688-648c-4680-9f78-554747f76267,de concrétiser vos projets Orne,2001,Province-Alpes-Côte d'Azur,white,sweet,90
40925ab3-4ee9-43af-bf88-bb0910e2e927,d'atteindre vos buts Eure-et-Loir,2009,Auvergne,white,dry,90
40959e21-bc7e-4b2a-9478-7fa3e73ff685,de concrétiser vos projets Seine-Saint-Denis,1941,Franche-Comté,red,semi-sweet,77
40c46200-c593-4ddf-a0e9-80460e720767,de concrétiser vos projets Doubs,2008,Centre,red,sweet,66
40dfb7de-07da-480e-9f46-91d109b14dde,de louer Loir-et-Cher,1979,Limousin,red,sweet,86
40fed69c-a70e-43d3-ab83-fd4ce7bf8509,de concrétiser vos projets Ille-et-Vilaine,2003,Alsace,white,sweet,76
410c6617-28f0-486d-93ec-57522b54171f,d'évoluer Vendée,2003,Midi-Pyrénées,white,dry,67
413b9f03-156f-4fae-8a2b-3198b0a6e400,de rouler Morbihan,1968,Saint-Barthélémy,red,dry,75
41450288-c94f-4a22-9bb9-3475e34430d4,d'innover Ardèche,2020,Corse,white,semi-sweet,85
4148b44c-2e2c-41be-83f4-811c0d22e2a3,d'atteindre vos buts Deux-Sèvres,2011,Province-Alpes-Côte d'Azur,white,sweet,87
417007aa-17bd-489c-97bc-3bb56939bff0,de concrétiser vos projets Seine-Saint-Denis,1947,Franche-Comté,red,semi-sweet,79
4177117d-00a5-4580-aa63-95d7515784d9,d'atteindre vos buts Haute-Garonne,2011,,,,85
418d9535-1a27-4125-9390-f2d31a88dced,d'évoluer Marne,2002,Auvergne,red,dry,63
41a0dbc3-aa07-4065-b56b-66a180ea6319,d'innover Vendée,1953,Martinique,red,sweet,87
41a121ed-8ead-4628-a40d-89ea4ac8ae79,d'atteindre vos buts Vendée,1991,Basse-Normandie,red,sweet,71
41a753ec-9c01-48b8-ae74-252231b22199,d'avancer Paris,2010,Picardie,white,sweet,64
41cb197b-fa95-4500-bd40-b306a5fd4f95,de changer Alpes-de-Haute-Provence,1957,Nord-Pas-de-Calais,white,sweet,64
41d1fb12-2f1b-409a-8bda-7db13dab0879,de rouler Indre,2009,Bretagne,red,sweet,87
41d999b4-6a4d-484b-829a-ed5ab59ff265,d'évoluer Alpes-Maritimes,1956,Corse,white,semi-sweet,70
41dbb09b-4ebf-4159-8661-e38632d1d1e3,de changer Cher,1985,Réunion,white,dry,66
41e9ae29-21c8-47af-8861-57b090004513,d'innover Drôme,2017,Limousin,white,sweet,80
4244e8e0-0af8-47df-bd77-90aefa2bb61d,de louer Ariège,1973,Picardie,white,semi-sweet,86
42591f0b-9cc1-4611-a7b6-59ad0d278d57,de rouler Rhône,1990,Île-de-France,red,dry,90
426905ad-9f38-4424-af1b-2b4de1d5c648,d'avancer Meuse,1985,Polynésie française,white,sweet,72
42a39834-d632-4a24-b89b-6f66ef5a642f,d'innover Vendée,1976,Martinique,red,sweet,87
42a5413f-2ffb-4c8c-8e07-ce3799002716,d'avancer Meuse,1986,Polynésie française,white,sweet,73
42ae9b1b-ec43-4bb2-9cdc-2d66f61dacef,d'innover Vosges,2017,Centre,white,sweet,71
42c026c1-9c6e-4f45-b883-9faf4800faac,de rouler Morbihan,1991,Saint-Barthélémy,red,dry,69
42cb2492-da67-4eda-ab68-58e5f1c7f6a3,1962 d'innover Pyrénées-Orientales,,,,,68
42db08ed-9d5b-49f8-9ee2-4a4ea3d2a8aa,de louer Aveyron,2018,Limousin,white,dry,72
42efd88c-e42c-4345-a53d-7a0528e0d4e2,de louer Pyrénées-Orientales,2013,Polynésie française,white,sweet,77
42f7f508-06bf-4d2f-b0b4-4d43f047aa8a,d'innover Guyane,2007,Martinique,red,sweet,75
42fd241b-0dd2-4c69-89eb-0c01b6f88072,d'atteindre vos buts Guadeloupe,2001,Réunion,red,dry,78
42fde903-8d5a-4877-a98a-6a00376c2a6b,de changer Isère,2016,Pays-de-Loire,white,semi-sweet,71
431c9112-c091-48af-9ab9-11d4634d6012,d'évoluer Lozère,1995,Poitou-Charentes,white,sweet,60
433bb386-e537-431c-a4a1-1ceec3c58182,d'atteindre vos buts Vendée,1969,Basse-Normandie,red,sweet,67
4341df59-ac8f-45bc-b871-cc01c7470250,d'atteindre vos buts Guadeloupe,2019,Réunion,red,dry,75
43430846-2edc-48ac-b6f6-12b21be95f31,de changer Alpes-de-Haute-Provence,2000,Nord-Pas-de-Calais,white,sweet,62
43438cb2-aa47-4708-be95-1e686cc8eb44,d'évoluer Lozère,1978,Poitou-Charentes,white,sweet,69
4348496f-b001-4b69-924e-755f4261cf36,de changer Val-de-Marne,1989,Saint-Martin,red,sweet,81
43724b74-b4d3-4c2c-bb41-b528e8509f6a,d'évoluer Drôme,1980,Saint-Barthélémy,white,dry,66
43750bd0-ec54-4663-8c30-a71c88fbff38,d'évoluer Côte-d'Or,2009,Auvergne,red,semi-sweet,70
4380c032-fb94-4dfa-a1fa-e0dd9a5cedcb,d'évoluer Côte-d'Or,1985,Auvergne,red,semi-sweet,67
43852891-343d-4b2c-8277-1ac9298d7713,d'innover Vendée,1980,Martinique,red,sweet,81
43b9be2a-708b-4d61-a63b-efde69755856,de changer Haute-Vienne,2005,Saint-Martin,red,sweet,70
43c74727-81bf-49f3-b1d0-6e00eb560302,de changer Cher,2018,Réunion,white,dry,56
43c7d9fd-a2f0-4234-8d68-486bdca3bed9,de rouler Rhône,1989,Île-de-France,red,dry,91
43ccc17b-9dce-4809-9143-d72c6b7667aa,de louer Haute-Marne,2014,Champagne-Ardenne,white,dry,61
44119acc-126f-4c88-b8cc-82e68263ae5e,d'innover Cantal,2010,Pays-de-Loire,red,dry,85
4420e397-c7de-4fad-9a9f-0e21678825c2,de concrétiser vos projets Orne,2016,Auvergne,white,dry,82
442690b8-c89b-498d-b800-1e07c0845a8d,de changer Landes,1996,Mayotte,red,dry,76
4438706b-30d0-40e7-9d95-053f4f75ac14,de louer Ariège,1980,Picardie,white,semi-sweet,96
443ce88e-669d-4c29-9d93-5532ae7f93e1,d'atteindre vos buts Eure-et-Loir,1951,Auvergne,white,dry,82
444ef236-3cc7-4e27-b8f0-96f88bd01146,d'avancer Pyrénées-Atlantiques,2017,Île-de-France,white,semi-sweet,62
44578cff-fe98-4087-94fa-e2d42faa2fa6,d'innover Pyrénées-Orientales,2013,Champagne-Ardenne,red,sweet,62
445aad28-23c9-46b3-8dd9-ca314010d260,de concrétiser vos projets Côte-d'Or,2019,Nouvelle-Calédonie,white,semi-sweet,96
4499d49f-8a71-4f59-bde3-daa97e440384,d'atteindre vos buts Allier,2008,Polynésie française,white,semi-sweet,68
449d83b9-434d-4345-9f7f-85fcf8f524b2,d'avancer Sarthe,1996,Île-de-France,white,semi-sweet,80
449f892f-fb72-4d4f-ae78-6ec27ed23daf,d'évoluer Alpes-Maritimes,2011,Corse,white,semi-sweet,69
44a02627-a01e-4eff-ae18-a3c7defb923d,d'avancer Sarthe,2006,Île-de-France,white,semi-sweet,73
44a1beb8-f8d7-4bd6-b13e-00587f0a54de,d'innover Ardèche,1992,Corse,white,semi-sweet,90
44aa1906-9bce-41f1-a6ee-dad60c2567ae,d'atteindre vos buts Deux-Sèvres,2016,Province-Alpes-Côte d'Azur,white,sweet,88
44baf4d5-91a1-4ab1-b7b5-57186e0bde8a,de changer Landes,1982,Mayotte,red,dry,80
44bbb64b-0d49-4356-8399-6fbbbdf817f1,de louer Loiret,2019,Réunion,white,dry,89
44e7fafb-161a-4d91-8626-781a4ed6f716,de concrétiser vos projets Seine-Saint-Denis,1992,Franche-Comté,red,semi-sweet,87
44e9afa7-a482-4f81-840d-744bd9e331f4,d'évoluer Hautes-Alpes,2006,,,,67
44ed0485-bc30-4eb5-b8d7-56e5b11226d3,de changer Cher,1972,Réunion,white,dry,61
44fe4f5a-0ac9-42da-8fca-0a04ff1cc76e,de concrétiser vos projets Orne,1995,Province-Alpes-Côte d'Azur,white,sweet,82
44ff30b6-393f-4fd3-8896-76973c5a8518,d'innover Mayotte,1955,Auvergne,white,semi-sweet,59
4503bbca-ef7e-4d0f-964f-7c1650a78a32,d'avancer Paris,1992,Picardie,white,sweet,67
4512ce18-629d-419b-abcd-70cda70e1f13,de louer Ariège,2009,Picardie,white,semi-sweet,91
4520b4c4-8f79-4b04-af61-7b48c39f6b0b,de rouler Gironde,1998,Haute-Normandie,red,dry,71
452dec45-72a3-4412-8626-629558dddb78,dinnover Ardeche,1955,Corse,white,semi-sweet,90
452ff4dc-9c23-4c4c-980c-74a60a23ab71,de concrétiser vos projets Seine-Saint-Denis,1980,Franche-Comté,red,semi-sweet,79
4534d867-f809-4b3b-972f-69ca23e8599e,d'avancer Deux-Sèvres,1997,Aquitaine,red,sweet,88
4549dabf-4bcd-4d4e-8697-ebe332bf9898,d'atteindre vos buts Hautes-Pyrénées,2021,Nouvelle-Calédonie,red,semi-sweet,68
4555518c-6151-4702-942f-472b9fafc5c7,de concrétiser vos projets Tarn,2010,Languedoc-Roussillon,red,semi-sweet,58
4567dc1a-187b-48a9-8d47-446192185f5b,de concrétiser vos projets Orne,2007,Auvergne,white,dry,77
456ffd35-c9cb-47ad-88bb-e58700f8abff,d'avancer Pyrénées-Atlantiques,2020,Île-de-France,white,semi-sweet,66
45798932-bf56-4898-8a14-4ca09ae2ff3e,de louer Loiret,1998,Réunion,white,dry,89
459a9611-9c8f-4504-845d-1585636fcb75,de changer Cher,2000,,,,63
45a6ec18-c6d3-434a-9c58-68eb25887e95,2002 d'atteindre vos buts Hautes-Pyrénées,,Corse,red,semi-sweet,63
45b83c5d-9766-46af-a435-e4c4bfd40e22,de concrétiser vos projets Orne,2011,Province-Alpes-Côte d'Azur,white,sweet,87
45d2cfb3-f6f3-4d92-9a86-17ad3b6e8ef9,d'avancer Deux-Sèvres,2012,Aquitaine,red,sweet,88
45e59184-27cb-4998-a1f0-7d6401b44712,de changer Corrèze,2006,Martinique,white,dry,67
45e97b95-9167-4b65-90c1-6a6df9a36a8c,d'atteindre vos buts Haute-Garonne,1984,,,,81
460dd78f-0ee6-48f0-908b-cb6858ffb0a3,d'innover Eure-et-Loir,2013,Mayotte,white,dry,68
4622b72e-a165-4a93-9973-95192d0350d8,d'innover Vosges,2008,Centre,white,sweet,81
464c732c-1b35-4829-b56c-5a81a0638803,d'atteindre vos buts Eure-et-Loir,1964,Auvergne,white,dry,84
46508b01-6f0d-4347-bb66-b920c466e9c2,de rouler Cher,1978,Rhone-Alpes,white,semi-sweet,62
467094ea-1ebf-4826-a7d5-7b20f669110d,de concrétiser vos projets Gard,2021,Bourgogne,white,semi-sweet,72
467b9f57-3349-42d9-b1d8-9de9d4d27528,d'évoluer Hautes-Alpes,2019,,,,62
46b0bead-daaa-4f29-afef-a1dfee3399b0,de concrétiser vos projets Haute-Marne,2003,Alsace,white,sweet,69
46cfde97-358e-4b70-8b40-0c96bd81c0ef,d'innover Nord,1970,,,,94
46e98d2e-1cb9-45e4-80f0-56031399b33a,de concrétiser vos projets Gard,1983,Bourgogne,white,semi-sweet,74
46edb26c-40d2-415f-93a2-d81b56a55adf,de louer Haute-Marne,2005,Champagne-Ardenne,white,dry,64
46f6304a-8d57-4fbd-b94e-4af5ff8d6c8c,de concrétiser vos projets Haute-Marne,2016,Alsace,white,sweet,68
470cd07c-59ea-4de6-bd10-1186f26f666a,de concrétiser vos projets Ille-et-Vilaine,1967,Alsace,white,sweet,85
471ef750-28cc-4817-81d0-d82f219c43fb,de concrétiser vos projets Seine-Saint-Denis,1982,Franche-Comté,red,semi-sweet,86
471fe2ed-4951-4167-adf8-53d27c8f5742,de changer Isère,1989,Pays-de-Loire,white,semi-sweet,77
472dc013-d60f-4ea9-9ce9-1496de25f8e3,de louer Pyrénées-Orientales,1966,Polynésie française,white,sweet,68
4730c61e-46cb-4d09-8723-08c01340ff99,de changer Alpes-de-Haute-Provence,1948,Nord-Pas-de-Calais,white,sweet,62
473f8b63-4c88-439c-bea5-7f5f584fdea0,de changer Haute-Vienne,1993,Saint-Martin,red,sweet,71
4743d200-020b-4158-a866-c495126da48d,de louer Alpes-de-Haute-Provence,2012,Province-Alpes-Côte d'Azur,white,sweet,74
4760d1c2-dd2e-4a5c-9939-e6c1df190890,de concrétiser vos projets Orne,2011,Auvergne,white,dry,83
47660f40-41d0-4e53-8e0c-45e1cb43d133,d'évoluer Pyrénées-Atlantiques,2014,Saint-Martin,white,dry,62
47778cc4-799a-4e60-8405-2c5915b18619,de concrétiser vos projets Orne,2002,Province-Alpes-Côte d'Azur,white,sweet,91
47a18a50-ab8b-4ffe-9c3b-5017984d4b2c,d'atteindre vos buts Haute-Garonne,1988,,,,74
47a5c777-eba2-46e9-9b61-28432a4e91cf,de changer Isère,2009,Pays-de-Loire,white,semi-sweet,73
47b2de0b-09c9-41bf-8410-9ddf19f11cee,dinnover Ardeche,1962,Corse,white,semi-sweet,87
47c756c0-1d6a-4630-acd1-71f681bdde95,d'évoluer Lozère,1979,Poitou-Charentes,white,sweet,67
4808ebf2-eacb-4425-b989-475e4e93cd21,1980 d'atteindre vos buts Hautes-Pyrénées,,Corse,red,semi-sweet,62
480bd6ca-4c7a-4e4f-96a7-d0dd44143722,de louer Pyrénées-Orientales,2005,Polynésie française,white,sweet,77
481b71f4-2949-4e33-aaee-e3a942e40376,d'avancer Val-d'Oise,2001,Wallis-et-Futuna,red,dry,73
48343c3c-1b99-4aa5-af68-dec1eed651f4,d'atteindre vos buts Haute-Garonne,2004,,,,80
4839c50a-27d3-4ea5-98af-cd708d34a137,d'atteindre vos buts Gard,2007,Rhone-Alpes,white,dry,74
484a86c6-e487-452b-a9e3-d41537c55b87,de concrétiser vos projets Doubs,1996,Centre,red,sweet,71
484e8cc1-5bf2-4919-a2f4-9bbd2a0d1597,de louer Loiret,1981,Réunion,white,dry,93
485a9f4b-237e-4ef6-a454-dc80b581e65f,de changer Haute-Vienne,1998,Saint-Martin,red,sweet,65
485f8dca-d301-4e86-8b8b-58b9ad0ebb38,de rouler Charente,2016,Saint-Martin,red,sweet,65
48792446-88b2-4176-9fd0-dbade4a1d1cf,de rouler Cher,2018,Rhone-Alpes,white,semi-sweet,64
488d3c8b-216f-4170-af8c-8579e676d1e4,d'innover Mayotte,2015,,,,65
489445f5-ca3b-4178-98e7-b23acd979752,de changer Cher,2013,,,,57
48a187bd-0338-4b9f-b9dd-34f80125756b,de concrétiser vos projets Seine-Saint-Denis,1945,Franche-Comté,red,semi-sweet,77
48aa0bd2-a80d-4abf-8be9-77fd1f8d4d26,de concrétiser vos projets Var,1968,Île-de-France,red,sweet,59
48aa575b-6128-4131-a472-20df7bae0f9d,d'innover Pyrénées-Orientales,2019,Champagne-Ardenne,red,sweet,68
48bc7992-80f7-487e-9e6b-7ca31a53f99a,d'avancer Guadeloupe,2004,Corse,red,sweet,69
48bf973e-29a6-4b72-a91b-9751682d3231,d'évoluer Hautes-Alpes,2020,,,,60
48d52767-f1a0-42a0-ac73-f9b9bb8e1102,de rouler Morbihan,1976,Saint-Barthélémy,red,dry,73
48fbfb9d-6bfa-4828-86ed-1b5de99549f4,d'avancer Guadeloupe,2005,Corse,red,sweet,70
4906e2c6-2e79-4dca-9c12-ef37ab8b2a37,d'innover Haute-Corse,1980,Rhone-Alpes,white,dry,71
4915589f-f52e-4aee-ad5c-e53c1ca683f3,de concrétiser vos projets Var,1969,Île-de-France,red,sweet,57
4919a1db-677d-4521-9548-e2a4c7cc8356,d'innover Vendée,2020,Martinique,red,sweet,80
49438d22-5482-4b3c-857e-d3fb73150ae3,d'évoluer Alpes-Maritimes,1954,Corse,white,semi-sweet,69
4964f5b1-a8d9-45cb-b263-5884d98139a2,de rouler Indre,1994,Bretagne,red,sweet,84
49739bd1-65eb-4855-a1e5-cc1236eacb05,d'avancer Paris,2007,Picardie,white,sweet,69
49794d00-509f-47b7-815b-75016d065539,de changer Haute-Vienne,1990,Saint-Martin,red,sweet,64
499bfaef-9367-430c-a820-78b86d6811e2,d'innover Mayotte,2008,,,,63
49d68a83-d338-4796-983d-c426320c7644,d'innover Vendée,1986,Martinique,red,sweet,85
4a008209-36bf-4e32-ad89-945fe525da01,de changer Gers,2015,,,,82
4a50148f-7ca3-453b-b216-d22b4d8ebbdf,de louer Pyrénées-Orientales,2014,Polynésie française,white,sweet,69
4a554fbc-71ee-4e2e-ad58-9f453ddf32ea,de concrétiser vos projets Cher,1997,Saint-Barthélémy,red,semi-sweet,87
4a55685e-edd6-4fd7-a019-58276d83998d,de concrétiser vos projets Saône-et-Loire,1995,Saint-Pierre-et-Miquelon,red,dry,83
4a5627d0-aae4-4e09-8737-3de9df594c50,d'atteindre vos buts Gard,2010,Rhone-Alpes,white,dry,74
4a5dbf4b-4a57-48ab-a1b1-b21f0b386b89,d'atteindre vos buts Seine-Saint-Denis,1991,Midi-Pyrénées,white,dry,81
4a695ae0-3828-4a6e-827c-b1bbdad80910,de concrétiser vos projets Seine-Saint-Denis,1948,Franche-Comte,red,semi-sweet,81
4a89af0e-e439-40a8-ab4e-9965a4dea7fe,de concrétiser vos projets Haute-Marne,2004,Alsace,white,sweet,72
4a94648a-6c7a-4509-8fc4-8270f807301d,d'avancer Haute-Savoie,2001,Basse-Normandie,white,sweet,80
4ac2b572-d89f-496d-9bfa-9304e5177cee,d'atteindre vos buts Eure-et-Loir,1954,Auvergne,white,dry,90
4ac5c731-78a5-4378-99fd-5b23edc1b41c,d'avancer Paris,1997,Picardie,white,sweet,70
4ac8b8cb-5d3a-4191-a6f3-185e4ce1efbe,d'atteindre vos buts Haute-Garonne,2001,,,,76
4acbf907-d4f2-4a15-b9cb-dde6c8bafa08,d'innover Nord,2009,,,,85
4acffb5b-b61f-4d28-9b27-fa28dab4aa2f,de concrétiser vos projets Haute-Marne,2013,Alsace,white,sweet,77
4ad85e4b-7610-4097-85aa-38326daa991e,d'évoluer Lozère,2015,Poitou-Charentes,white,sweet,60
4ae49056-116f-4921-b44e-ce2b88391d26,de concrétiser vos projets Loire-Atlantique,2007,Bourgogne,white,dry,54
4af59b3e-065e-41b5-aad7-1575dfa47321,d'innover Drôme,1984,Limousin,white,sweet,81
4b00b4bb-ffef-4807-b5e9-d886480be53c,de louer Ariège,1951,Picardie,white,semi-sweet,90
4b17b112-4ffa-4683-a1a2-74ae49f98384,d'atteindre vos buts Ardennes,1999,Franche-Comté,red,semi-sweet,72
4b18cf12-38b5-442f-b206-bbe3ab24311f,d'évoluer Marne,1993,Auvergne,red,dry,67
4b1af991-1118-46b9-a880-077d80052eee,d'innover Cantal,2005,Pays-de-Loire,red,dry,87
4b1bb113-2544-4c48-99d7-5dc79b564a85,de rouler Morbihan,2008,Saint-Barthélémy,red,dry,70
4b24b248-9eaf-450f-910a-b800a68f3eb4,de changer Corrèze,2001,Martinique,white,dry,73
4b3693e0-9bf1-4474-bd33-4193d466aa2c,de rouler Indre,1983,Bretagne,red,sweet,88
4b5838ed-d7ad-4c91-9957-c3d06ba8de55,d'évoluer Côte-d'Or,2016,Auvergne,red,semi-sweet,71
4b58c87d-c276-463c-9c5d-0520820fb753,de changer Charente-Maritime,1990,Pays-de-Loire,red,dry,78
4b6a3936-6805-4b4e-b0b2-8cc2a2995412,d'innover Ardèche,1991,Corse,white,semi-sweet,86
4baece9d-7f3c-40b4-9de0-9807422ea03c,de changer Cher,1967,Réunion,white,dry,59
4bbf8bdc-790d-4a83-93ae-ddb84a254113,de concrétiser vos projets Seine-Saint-Denis,1968,Franche-Comté,red,semi-sweet,88
4bc7c522-6c3f-4b4f-94d7-c3588e8bd7f9,de changer Landes,1997,Mayotte,red,dry,80
4bd0a1e9-3b12-4891-9db5-dac80480e6fb,d'évoluer Alpes-Maritimes,1958,Corse,white,semi-sweet,64
4be86c44-ff37-4ff6-90b4-98390e73b898,d'atteindre vos buts Vendée,1968,Basse-Normandie,red,sweet,73
4bfe8fd2-287b-43c8-8c9e-77b6ecbcf426,d'atteindre vos buts Vendée,1945,Basse-Normandie,red,sweet,73
4c0c0293-6bb5-4ac8-89d7-267b2c0eb4ba,de concrétiser vos projets Seine-Saint-Denis,1961,Franche-Comte,red,semi-sweet,87
4c1850b0-fe63-4ff0-ad56-6cb3784be108,de rouler Rhône,2014,Île-de-France,red,dry,81
4c1fbd11-749e-4794-ae01-fc0c0bf34b9c,d'innover Nord,1963,,,,94
4c20a8fe-0255-42bb-a7a9-28b2c16249a5,de concrétiser vos projets Haute-Marne,2020,Alsace,white,sweet,72
4c279ee3-ce39-4f22-9440-3c784a4f2100,d'innover Nord,1984,,,,91
4c34cc15-1ebd-4e4c-a57a-63fbecdce35b,d'avancer Deux-Sèvres,2002,Aquitaine,red,sweet,84
4c35ee1b-2a37-4dcd-842b-0ff857a82f00,d'avancer Haute-Savoie,1994,Basse-Normandie,white,sweet,84
4c683b5d-3db5-4069-8bdb-fe39f951dc4a,d'innover Allier,1977,Champagne-Ardenne,red,semi-sweet,66
4c68d819-2554-4e7e-8070-3f06548fdc1a,de changer Cher,2016,Réunion,white,dry,66
4c81c947-dd36-4e1d-b285-b4574798f1cc,de concrétiser vos projets Doubs,1997,Centre,red,sweet,72
4c9e426b-e674-4a29-b1fc-50811e9a9d36,d'innover Vendée,2018,Martinique,red,sweet,79
4c9fea2f-eb35-4d70-82db-85c77656b066,d'innover Drôme,1998,Limousin,white,sweet,78
4cbbb144-da5a-4428-92a9-532b4c424d1f,d'innover Nord,1992,,,,88
4cd39e23-d1da-4ba9-863c-66d5c21a99fb,de rouler Morbihan,1967,Saint-Barthélémy,red,dry,68
4cd3c167-6a9f-482c-9a14-a61359cb6949,de louer Ariège,1996,Picardie,white,semi-sweet,87
4ce5f19c-50d7-4ecd-bb62-66c52c56b686,de changer Haute-Vienne,2014,Saint-Martin,red,sweet,64
4cf26f79-330a-4a93-a24b-c6a04aa27abc,d'atteindre vos buts Vendée,2017,Basse-Normandie,red,sweet,69
4cf72f5c-c942-495a-a35a-90c1557aeccc,de louer Aveyron,2016,Limousin,white,dry,79
4d064c13-39ed-41c4-8b5b-f4f66a9df54d,de louer Loiret,1978,Réunion,white,dry,83
4d08f759-c14d-4b94-b6d3-11f55d411078,d'atteindre vos buts Vendée,1981,Basse-Normandie,red,sweet,67
4d359471-4568-456f-bbb9-0cd966092073,de changer Gers,1997,,,,88
4d509467-f926-4aea-899c-88d30cdfe206,d'évoluer Pyrénées-Atlantiques,2019,,,,67
4d5df9ff-4c32-4d71-84e7-74a72bc9f782,d'innover Eure-et-Loir,2020,Mayotte,white,dry,62
